# CH505TF SAXS T-Jumps Second Right Vectors
Double Exponential Decay Fit | Calculated with tr_tjump_saxs_analysis Python package | 25 February 2024time,double_exp_decay_model
5.069889889889890355e+02,-3.757442640738035272e-04
5.079869869869870058e+02,-3.759528884991281475e-04
5.089849849849850330e+02,-3.761612462584469760e-04
5.099829829829830032e+02,-3.763693376926151779e-04
5.109809809809810304e+02,-3.765771631420526656e-04
5.119789789789790007e+02,-3.767847229467438815e-04
5.129769769769770846e+02,-3.769920174462388284e-04
5.139749749749749981e+02,-3.771990469796536113e-04
5.149729729729729115e+02,-3.774058118856706001e-04
5.159709709709709387e+02,-3.776123125025395138e-04
5.169689689689689658e+02,-3.778185491680775832e-04
5.179669669669669929e+02,-3.780245222196703097e-04
5.189649649649650200e+02,-3.782302319942717908e-04
5.199629629629629335e+02,-3.784356788284055874e-04
5.209609609609609606e+02,-3.786408630581650486e-04
5.219589589589589878e+02,-3.788457850192139629e-04
5.229569569569570149e+02,-3.790504450467871000e-04
5.239549549549549283e+02,-3.792548434756905359e-04
5.249529529529529555e+02,-3.794589806403026290e-04
5.259509509509509826e+02,-3.796628568745742368e-04
5.269489489489490097e+02,-3.798664725120293119e-04
5.279469469469469232e+02,-3.800698278857654990e-04
5.289449449449449503e+02,-3.802729233284548390e-04
5.299429429429429774e+02,-3.804757591723439318e-04
5.309409409409410046e+02,-3.806783357492547499e-04
5.319389389389389180e+02,-3.808806533905852339e-04
5.329369369369369451e+02,-3.810827124273095641e-04
5.339349349349349723e+02,-3.812845131899790822e-04
5.349329329329329994e+02,-3.814860560087223991e-04
5.359309309309309128e+02,-3.816873412132462630e-04
5.369289289289289400e+02,-3.818883691328359381e-04
5.379269269269269671e+02,-3.820891400963559101e-04
5.389249249249249942e+02,-3.822896544322501025e-04
5.399229229229229077e+02,-3.824899124685427441e-04
5.409209209209209348e+02,-3.826899145328389656e-04
